date,machine_name,machine_age_days,days_since_malfunction,daily_operating_hours,malfunction_component,failed_in_next_7_days
2023-04-15,Mixer 1,490,29,14.24,Pneumatic Valve,0
2023-04-16,Mixer 1,491,30,22.49,Pneumatic Valve,0
2023-04-17,Mixer 1,492,31,20.07,Pneumatic Valve,0
2023-04-18,Mixer 1,493,32,19.2,Pneumatic Valve,0
2023-04-19,Mixer 1,494,33,24.0,Pneumatic Valve,0
2023-04-20,Mixer 1,495,34,19.8,Pneumatic Valve,0
2023-04-21,Mixer 1,496,35,18.79,Pneumatic Valve,0
2023-04-22,Mixer 1,497,36,17.6,Pneumatic Valve,0
2023-04-23,Mixer 1,498,37,15.82,Pneumatic Valve,0
2023-04-24,Mixer 1,499,38,19.82,Pneumatic Valve,0
2023-04-25,Mixer 1,500,39,17.41,Pneumatic Valve,0
2023-04-26,Mixer 1,501,40,12.77,Pneumatic Valve,0
2023-04-27,Mixer 1,502,41,18.77,Pneumatic Valve,0
2023-04-28,Mixer 1,503,42,17.77,Pneumatic Valve,0
2023-04-29,Mixer 1,504,43,22.49,Pneumatic Valve,1
2023-04-30,Mixer 1,505,44,8.5,Pneumatic Valve,1
2023-05-01,Mixer 1,506,45,20.39,Pneumatic Valve,1
2023-05-02,Mixer 1,507,46,17.88,Pneumatic Valve,1
2023-05-03,Mixer 1,508,47,24.0,Pneumatic Valve,1
2023-05-04,Mixer 1,509,48,11.96,Pneumatic Valve,1
2023-05-05,Mixer 1,510,49,18.48,Pneumatic Valve,1
2023-05-06,Mixer 1,511,50,15.98,Pneumatic Valve,0
2023-05-07,Mixer 1,512,0,15.71,Electrical Relay,1
2023-05-08,Mixer 1,513,1,19.7,Electrical Relay,1
2023-05-09,Mixer 1,514,2,18.08,Electrical Relay,1
2023-05-10,Mixer 1,515,3,24.0,Electrical Relay,1
2023-05-11,Mixer 1,516,4,17.24,Electrical Relay,1
2023-05-12,Mixer 1,517,5,14.17,Electrical Relay,1
2023-05-13,Mixer 1,518,6,19.89,Electrical Relay,1
2023-05-14,Mixer 1,519,7,16.75,Electrical Relay,1
2023-05-15,Mixer 1,520,0,18.0,Pneumatic Valve,1
2023-05-16,Mixer 1,521,1,23.47,Pneumatic Valve,1
2023-05-17,Mixer 1,522,2,18.93,Pneumatic Valve,1
2023-05-18,Mixer 1,523,3,18.24,Pneumatic Valve,1
2023-05-19,Mixer 1,524,4,12.71,Pneumatic Valve,1
2023-05-20,Mixer 1,525,5,15.77,Pneumatic Valve,1
2023-05-21,Mixer 1,526,6,12.17,Pneumatic Valve,0
2023-05-22,Mixer 1,527,0,14.97,Hydraulic Pump,0
2023-05-23,Mixer 1,528,1,11.73,Hydraulic Pump,0
2023-05-24,Mixer 1,529,2,12.62,Hydraulic Pump,0
2023-05-25,Mixer 1,530,3,11.59,Hydraulic Pump,0
2023-05-26,Mixer 1,531,4,18.4,Hydraulic Pump,0
2023-05-27,Mixer 1,532,5,20.35,Hydraulic Pump,0
2023-05-28,Mixer 1,533,6,19.63,Hydraulic Pump,0
2023-05-29,Mixer 1,534,7,11.68,Hydraulic Pump,0
2023-05-30,Mixer 1,535,8,15.16,Hydraulic Pump,0
2023-05-31,Mixer 1,536,9,15.61,Hydraulic Pump,0
2023-06-01,Mixer 1,537,10,11.89,Hydraulic Pump,0
2023-06-02,Mixer 1,538,11,18.13,Hydraulic Pump,0
2023-06-03,Mixer 1,539,12,18.86,Hydraulic Pump,0
2023-06-04,Mixer 1,540,13,17.24,Hydraulic Pump,0
2023-06-05,Mixer 1,541,14,11.84,Hydraulic Pump,0
2023-06-06,Mixer 1,542,15,24.0,Hydraulic Pump,0
2023-06-07,Mixer 1,543,16,14.78,Hydraulic Pump,0
2023-06-08,Mixer 1,544,17,21.83,Hydraulic Pump,0
2023-06-09,Mixer 1,545,18,23.64,Hydraulic Pump,0
2023-06-10,Mixer 1,546,19,16.38,Hydraulic Pump,0
2023-06-11,Mixer 1,547,20,19.64,Hydraulic Pump,0
2023-06-12,Mixer 1,548,21,12.7,Hydraulic Pump,0
2023-06-13,Mixer 1,549,22,16.54,Hydraulic Pump,0
2023-06-14,Mixer 1,550,23,19.78,Hydraulic Pump,0
2023-06-15,Mixer 1,551,24,18.04,Hydraulic Pump,0
2023-06-16,Mixer 1,552,25,20.84,Hydraulic Pump,0
2023-06-17,Mixer 1,553,26,16.09,Hydraulic Pump,0
2023-06-18,Mixer 1,554,27,21.83,Hydraulic Pump,0
2023-06-19,Mixer 1,555,28,14.19,Hydraulic Pump,0
2023-06-20,Mixer 1,556,29,19.69,Hydraulic Pump,0
2023-06-21,Mixer 1,557,30,15.71,Hydraulic Pump,0
2023-06-22,Mixer 1,558,31,11.33,Hydraulic Pump,0
2023-06-23,Mixer 1,559,32,20.76,Hydraulic Pump,0
2023-06-24,Mixer 1,560,33,7.77,Hydraulic Pump,0
2023-06-25,Mixer 1,561,34,15.07,Hydraulic Pump,0
2023-06-26,Mixer 1,562,35,13.91,Hydraulic Pump,0
2023-06-27,Mixer 1,563,36,22.87,Hydraulic Pump,0
2023-06-28,Mixer 1,564,37,21.28,Hydraulic Pump,0
2023-06-29,Mixer 1,565,38,13.75,Hydraulic Pump,0
2023-06-30,Mixer 1,566,39,13.21,Hydraulic Pump,0
2023-07-01,Mixer 1,567,40,16.16,Hydraulic Pump,0
2023-07-02,Mixer 1,568,41,13.46,Hydraulic Pump,0
2023-07-03,Mixer 1,569,42,23.84,Hydraulic Pump,0
2023-07-04,Mixer 1,570,43,11.12,Hydraulic Pump,0
2023-07-05,Mixer 1,571,44,24.0,Hydraulic Pump,0
2023-07-06,Mixer 1,572,45,19.53,Hydraulic Pump,0
2023-07-07,Mixer 1,573,46,20.27,Hydraulic Pump,0
2023-07-08,Mixer 1,574,47,18.42,Hydraulic Pump,0
2023-07-09,Mixer 1,575,48,11.65,Hydraulic Pump,0
2023-07-10,Mixer 1,576,49,21.17,Hydraulic Pump,0
2023-07-11,Mixer 1,577,50,18.13,Hydraulic Pump,0
2023-07-12,Mixer 1,578,51,14.18,Hydraulic Pump,0
2023-07-13,Mixer 1,579,52,22.33,Hydraulic Pump,0
2023-07-14,Mixer 1,580,53,21.98,Hydraulic Pump,0
2023-07-15,Mixer 1,581,54,22.35,Hydraulic Pump,0
2023-07-16,Mixer 1,582,55,21.7,Hydraulic Pump,1
2023-07-17,Mixer 1,583,56,15.86,Hydraulic Pump,1
2023-07-18,Mixer 1,584,57,20.16,Hydraulic Pump,1
2023-07-19,Mixer 1,585,58,22.23,Hydraulic Pump,1
2023-07-20,Mixer 1,586,59,21.75,Hydraulic Pump,1
2023-07-21,Mixer 1,587,60,8.43,Hydraulic Pump,1
2023-07-22,Mixer 1,588,61,17.7,Hydraulic Pump,1
2023-07-23,Mixer 1,589,62,15.15,Hydraulic Pump,0
2023-07-24,Mixer 1,590,0,23.78,Hydraulic Pump,0
2023-07-25,Mixer 1,591,1,19.94,Hydraulic Pump,0
2023-07-26,Mixer 1,592,2,22.99,Hydraulic Pump,0
2023-07-27,Mixer 1,593,3,18.22,Hydraulic Pump,0
2023-07-28,Mixer 1,594,4,24.0,Hydraulic Pump,0
2023-07-29,Mixer 1,595,5,8.67,Hydraulic Pump,0
2023-07-30,Mixer 1,596,6,23.4,Hydraulic Pump,0
2023-07-31,Mixer 1,597,7,19.68,Hydraulic Pump,0
2023-08-01,Mixer 1,598,8,16.79,Hydraulic Pump,0
2023-08-02,Mixer 1,599,9,12.04,Hydraulic Pump,0
2023-08-03,Mixer 1,600,10,22.06,Hydraulic Pump,0
2023-08-04,Mixer 1,601,11,17.18,Hydraulic Pump,0
2023-08-05,Mixer 1,602,12,16.12,Hydraulic Pump,0
2023-08-06,Mixer 1,603,13,18.11,Hydraulic Pump,0
2023-08-07,Mixer 1,604,14,18.41,Hydraulic Pump,0
2023-08-08,Mixer 1,605,15,13.09,Hydraulic Pump,0
2023-08-09,Mixer 1,606,16,16.26,Hydraulic Pump,0
2023-08-10,Mixer 1,607,17,22.04,Hydraulic Pump,0
2023-08-11,Mixer 1,608,18,17.26,Hydraulic Pump,0
2023-08-12,Mixer 1,609,19,15.31,Hydraulic Pump,0
2023-08-13,Mixer 1,610,20,17.07,Hydraulic Pump,0
2023-08-14,Mixer 1,611,21,18.66,Hydraulic Pump,0
2023-08-15,Mixer 1,612,22,17.84,Hydraulic Pump,0
2023-08-16,Mixer 1,613,23,19.06,Hydraulic Pump,0
2023-08-17,Mixer 1,614,24,16.56,Hydraulic Pump,0
2023-08-18,Mixer 1,615,25,17.89,Hydraulic Pump,0
2023-08-19,Mixer 1,616,26,16.93,Hydraulic Pump,0
2023-08-20,Mixer 1,617,27,19.55,Hydraulic Pump,0
2023-08-21,Mixer 1,618,28,18.15,Hydraulic Pump,0
2023-08-22,Mixer 1,619,29,12.61,Hydraulic Pump,0
2023-08-23,Mixer 1,620,30,19.5,Hydraulic Pump,0
2023-08-24,Mixer 1,621,31,19.56,Hydraulic Pump,0
2023-08-25,Mixer 1,622,32,24.0,Hydraulic Pump,0
2023-08-26,Mixer 1,623,33,24.0,Hydraulic Pump,0
2023-08-27,Mixer 1,624,34,19.96,Hydraulic Pump,0
2023-08-28,Mixer 1,625,35,17.53,Hydraulic Pump,1
2023-08-29,Mixer 1,626,36,15.11,Hydraulic Pump,1
2023-08-30,Mixer 1,627,37,18.46,Hydraulic Pump,1
2023-08-31,Mixer 1,628,38,14.5,Hydraulic Pump,1
2023-09-01,Mixer 1,629,39,22.03,Hydraulic Pump,1
2023-09-02,Mixer 1,630,40,9.98,Hydraulic Pump,1
2023-09-03,Mixer 1,631,41,21.11,Hydraulic Pump,1
2023-09-04,Mixer 1,632,42,24.0,Hydraulic Pump,1
2023-09-05,Mixer 1,633,0,20.21,Hydraulic Pump,1
2023-09-06,Mixer 1,634,1,19.36,Hydraulic Pump,1
2023-09-07,Mixer 1,635,2,22.19,Hydraulic Pump,1
2023-09-08,Mixer 1,636,3,22.68,Hydraulic Pump,0
2023-09-09,Mixer 1,637,0,18.28,Hydraulic Pump,0
2023-09-10,Mixer 1,638,1,20.89,Hydraulic Pump,0
2023-09-11,Mixer 1,639,2,21.03,Hydraulic Pump,0
2023-09-12,Mixer 1,640,3,23.84,Hydraulic Pump,0
2023-09-13,Mixer 1,641,4,17.9,Hydraulic Pump,0
2023-09-14,Mixer 1,642,5,24.0,Hydraulic Pump,0
2023-09-15,Mixer 1,643,6,19.4,Hydraulic Pump,0
2023-09-16,Mixer 1,644,7,19.19,Hydraulic Pump,0
2023-09-17,Mixer 1,645,8,19.06,Hydraulic Pump,0
2023-09-18,Mixer 1,646,9,11.9,Hydraulic Pump,0
2023-09-19,Mixer 1,647,10,20.35,Hydraulic Pump,0
2023-09-20,Mixer 1,648,11,13.49,Hydraulic Pump,0
2023-09-21,Mixer 1,649,12,14.11,Hydraulic Pump,0
2023-09-22,Mixer 1,650,13,10.49,Hydraulic Pump,0
2023-09-23,Mixer 1,651,14,11.12,Hydraulic Pump,0
2023-09-24,Mixer 1,652,15,23.1,Hydraulic Pump,0
2023-09-25,Mixer 1,653,16,17.46,Hydraulic Pump,0
2023-09-26,Mixer 1,654,17,8.37,Hydraulic Pump,0
2023-09-27,Mixer 1,655,18,19.32,Hydraulic Pump,0
2023-09-28,Mixer 1,656,19,8.05,Hydraulic Pump,0
2023-09-29,Mixer 1,657,20,21.91,Hydraulic Pump,0
2023-09-30,Mixer 1,658,21,14.99,Hydraulic Pump,0
2023-10-01,Mixer 1,659,22,15.61,Hydraulic Pump,0
2023-10-02,Mixer 1,660,23,22.3,Hydraulic Pump,0
2023-10-03,Mixer 1,661,24,16.32,Hydraulic Pump,0
2023-10-04,Mixer 1,662,25,23.45,Hydraulic Pump,0
2023-10-05,Mixer 1,663,26,17.99,Hydraulic Pump,0
2023-10-06,Mixer 1,664,27,23.09,Hydraulic Pump,0
2023-10-07,Mixer 1,665,28,16.41,Hydraulic Pump,0
2023-10-08,Mixer 1,666,29,23.59,Hydraulic Pump,0
2023-10-09,Mixer 1,667,30,12.83,Hydraulic Pump,0
2023-10-10,Mixer 1,668,31,19.71,Hydraulic Pump,0
2023-10-11,Mixer 1,669,32,16.11,Hydraulic Pump,0
2023-10-12,Mixer 1,670,33,17.88,Hydraulic Pump,0
2023-10-13,Mixer 1,671,34,20.95,Hydraulic Pump,0
2023-10-14,Mixer 1,672,35,17.37,Hydraulic Pump,0
2023-10-15,Mixer 1,673,36,21.42,Hydraulic Pump,0
2023-10-16,Mixer 1,674,37,21.83,Hydraulic Pump,0
2023-10-17,Mixer 1,675,38,17.58,Hydraulic Pump,0
2023-10-18,Mixer 1,676,39,21.12,Hydraulic Pump,0
2023-10-19,Mixer 1,677,40,16.91,Hydraulic Pump,0
2023-10-20,Mixer 1,678,41,18.62,Hydraulic Pump,0
2023-10-21,Mixer 1,679,42,20.46,Hydraulic Pump,0
2023-10-22,Mixer 1,680,43,15.74,Hydraulic Pump,0
2023-10-23,Mixer 1,681,44,12.36,Hydraulic Pump,0
2023-10-24,Mixer 1,682,45,14.88,Hydraulic Pump,0
2023-10-25,Mixer 1,683,46,16.1,Hydraulic Pump,0
2023-10-26,Mixer 1,684,47,22.13,Hydraulic Pump,0
2023-10-27,Mixer 1,685,48,16.7,Hydraulic Pump,0
2023-10-28,Mixer 1,686,49,21.21,Hydraulic Pump,0
2023-10-29,Mixer 1,687,50,8.71,Hydraulic Pump,0
2023-10-30,Mixer 1,688,51,13.74,Hydraulic Pump,0
2023-10-31,Mixer 1,689,52,6.96,Hydraulic Pump,0
2023-11-01,Mixer 1,690,53,16.33,Hydraulic Pump,0
2023-11-02,Mixer 1,691,54,23.85,Hydraulic Pump,0
2023-11-03,Mixer 1,692,55,18.64,Hydraulic Pump,0
2023-11-04,Mixer 1,693,56,14.05,Hydraulic Pump,0
2023-11-05,Mixer 1,694,57,10.87,Hydraulic Pump,0
2023-11-06,Mixer 1,695,58,19.25,Hydraulic Pump,0
2023-11-07,Mixer 1,696,59,14.47,Hydraulic Pump,0
2023-11-08,Mixer 1,697,60,15.32,Hydraulic Pump,0
2023-11-09,Mixer 1,698,61,13.92,Hydraulic Pump,0
2023-11-10,Mixer 1,699,62,14.53,Hydraulic Pump,1
2023-11-11,Mixer 1,700,63,13.1,Hydraulic Pump,1
2023-11-12,Mixer 1,701,64,17.84,Hydraulic Pump,1
2023-11-13,Mixer 1,702,65,18.89,Hydraulic Pump,1
2023-11-14,Mixer 1,703,66,14.61,Hydraulic Pump,1
2023-11-15,Mixer 1,704,67,24.0,Hydraulic Pump,1
2023-11-16,Mixer 1,705,68,20.12,Hydraulic Pump,1
2023-11-17,Mixer 1,706,69,10.17,Hydraulic Pump,0
2023-11-18,Mixer 1,707,0,19.01,Blade,0
2023-11-19,Mixer 1,708,1,14.33,Blade,1
2023-11-20,Mixer 1,709,2,19.73,Blade,1
2023-11-21,Mixer 1,710,3,14.78,Blade,1
2023-11-22,Mixer 1,711,4,17.47,Blade,1
2023-11-23,Mixer 1,712,5,18.71,Blade,1
2023-11-24,Mixer 1,713,6,17.82,Blade,1
2023-11-25,Mixer 1,714,7,14.94,Blade,1
2023-11-26,Mixer 1,715,8,13.61,Blade,1
2023-11-27,Mixer 1,716,0,21.35,Hydraulic Pump,1
2023-11-28,Mixer 1,717,1,17.1,Hydraulic Pump,1
2023-11-29,Mixer 1,718,2,24.0,Hydraulic Pump,1
2023-11-30,Mixer 1,719,3,16.45,Hydraulic Pump,1
2023-12-01,Mixer 1,720,4,15.31,Hydraulic Pump,1
2023-12-02,Mixer 1,721,5,16.55,Hydraulic Pump,1
2023-12-03,Mixer 1,722,6,22.86,Hydraulic Pump,0
2023-12-04,Mixer 1,723,0,22.95,Electrical Relay,0
2023-12-05,Mixer 1,724,1,16.17,Electrical Relay,0
2023-12-06,Mixer 1,725,2,21.39,Electrical Relay,0
2023-12-07,Mixer 1,726,3,9.01,Electrical Relay,0
2023-12-08,Mixer 1,727,4,15.57,Electrical Relay,1
2023-12-09,Mixer 1,728,5,18.85,Electrical Relay,1
2023-12-10,Mixer 1,729,6,10.49,Electrical Relay,1
2023-12-11,Mixer 1,730,7,20.48,Electrical Relay,1
2023-12-12,Mixer 1,731,8,15.5,Electrical Relay,1
2023-12-13,Mixer 1,732,9,17.26,Electrical Relay,1
2023-12-14,Mixer 1,733,10,21.59,Electrical Relay,1
2023-12-15,Mixer 1,734,11,23.1,Electrical Relay,0
2023-12-16,Mixer 1,735,0,19.26,Conveyor Belt,0
2023-12-17,Mixer 1,736,1,19.22,Conveyor Belt,0
2023-12-18,Mixer 1,737,2,18.42,Conveyor Belt,0
2023-12-19,Mixer 1,738,3,15.68,Conveyor Belt,0
2023-12-20,Mixer 1,739,4,9.34,Conveyor Belt,0
2023-12-21,Mixer 1,740,5,19.22,Conveyor Belt,0
2023-12-22,Mixer 1,741,6,14.8,Conveyor Belt,0
2023-12-23,Mixer 1,742,7,24.0,Conveyor Belt,0
2023-12-24,Mixer 1,743,8,13.6,Conveyor Belt,0
2023-12-25,Mixer 1,744,9,16.59,Conveyor Belt,0
2023-12-26,Mixer 1,745,10,23.88,Conveyor Belt,0
2023-12-27,Mixer 1,746,11,16.57,Conveyor Belt,0
2023-12-28,Mixer 1,747,12,14.83,Conveyor Belt,0
2023-12-29,Mixer 1,748,13,22.24,Conveyor Belt,0
2023-12-30,Mixer 1,749,14,23.48,Conveyor Belt,0
2023-12-31,Mixer 1,750,15,10.96,Conveyor Belt,0
2024-01-01,Mixer 1,751,16,21.77,Conveyor Belt,0
2024-01-02,Mixer 1,752,17,21.44,Conveyor Belt,0
2024-01-03,Mixer 1,753,18,17.34,Conveyor Belt,0
2024-01-04,Mixer 1,754,19,13.67,Conveyor Belt,0
2024-01-05,Mixer 1,755,20,24.0,Conveyor Belt,0
2024-01-06,Mixer 1,756,21,9.33,Conveyor Belt,0
2024-01-07,Mixer 1,757,22,14.75,Conveyor Belt,0
2024-01-08,Mixer 1,758,23,20.94,Conveyor Belt,0
2024-01-09,Mixer 1,759,24,10.94,Conveyor Belt,0
2024-01-10,Mixer 1,760,25,16.82,Conveyor Belt,0
2024-01-11,Mixer 1,761,26,17.37,Conveyor Belt,0
2024-01-12,Mixer 1,762,27,23.23,Conveyor Belt,0
2024-01-13,Mixer 1,763,28,20.96,Conveyor Belt,0
2024-01-14,Mixer 1,764,29,21.27,Conveyor Belt,0
2024-01-15,Mixer 1,765,30,11.2,Conveyor Belt,0
2024-01-16,Mixer 1,766,31,16.96,Conveyor Belt,0
2024-01-17,Mixer 1,767,32,19.78,Conveyor Belt,0
2024-01-18,Mixer 1,768,33,22.44,Conveyor Belt,1
2024-01-19,Mixer 1,769,34,12.57,Conveyor Belt,1
2024-01-20,Mixer 1,770,35,16.71,Conveyor Belt,1
2024-01-21,Mixer 1,771,36,24.0,Conveyor Belt,1
2024-01-22,Mixer 1,772,37,15.11,Conveyor Belt,1
2024-01-23,Mixer 1,773,38,20.37,Conveyor Belt,1
2024-01-24,Mixer 1,774,39,21.58,Conveyor Belt,1
2024-01-25,Mixer 1,775,40,20.41,Conveyor Belt,1
2024-01-26,Mixer 1,776,0,22.17,Conveyor Belt,1
2024-01-27,Mixer 1,777,1,17.61,Conveyor Belt,1
2024-01-28,Mixer 1,778,2,15.98,Conveyor Belt,1
2024-01-29,Mixer 1,779,3,22.86,Conveyor Belt,1
2024-01-30,Mixer 1,780,4,15.61,Conveyor Belt,1
2024-01-31,Mixer 1,781,5,13.19,Conveyor Belt,0
2024-02-01,Mixer 1,782,0,20.77,Electrical Relay,0
2024-02-02,Mixer 1,783,1,13.87,Electrical Relay,0
2024-02-03,Mixer 1,784,2,22.45,Electrical Relay,0
2024-02-04,Mixer 1,785,3,10.99,Electrical Relay,0
2024-02-05,Mixer 1,786,4,11.89,Electrical Relay,0
2024-02-06,Mixer 1,787,5,23.38,Electrical Relay,0
2024-02-07,Mixer 1,788,6,21.2,Electrical Relay,0
2024-02-08,Mixer 1,789,7,24.0,Electrical Relay,0
2024-02-09,Mixer 1,790,8,24.0,Electrical Relay,0
2024-02-10,Mixer 1,791,9,23.56,Electrical Relay,0
2024-02-11,Mixer 1,792,10,11.97,Electrical Relay,0
2024-02-12,Mixer 1,793,11,16.8,Electrical Relay,0
2024-02-13,Mixer 1,794,12,6.28,Electrical Relay,0
2024-02-14,Mixer 1,795,13,18.03,Electrical Relay,0
2024-02-15,Mixer 1,796,14,20.86,Electrical Relay,0
2024-02-16,Mixer 1,797,15,21.75,Electrical Relay,0
2024-02-17,Mixer 1,798,16,16.58,Electrical Relay,0
2024-02-18,Mixer 1,799,17,15.92,Electrical Relay,0
2024-02-19,Mixer 1,800,18,18.61,Electrical Relay,0
2024-02-20,Mixer 1,801,19,18.38,Electrical Relay,0
2024-02-21,Mixer 1,802,20,15.01,Electrical Relay,0
2024-02-22,Mixer 1,803,21,12.66,Electrical Relay,0
2024-02-23,Mixer 1,804,22,16.44,Electrical Relay,0
2024-02-24,Mixer 1,805,23,20.55,Electrical Relay,0
2024-02-25,Mixer 1,806,24,17.73,Electrical Relay,0
2024-02-26,Mixer 1,807,25,10.03,Electrical Relay,0
2024-02-27,Mixer 1,808,26,9.8,Electrical Relay,0
2024-02-28,Mixer 1,809,27,19.75,Electrical Relay,0
2024-02-29,Mixer 1,810,28,18.54,Electrical Relay,0
2024-03-01,Mixer 1,811,29,19.78,Electrical Relay,0
2024-03-02,Mixer 1,812,30,22.16,Electrical Relay,0
2024-03-03,Mixer 1,813,31,18.78,Electrical Relay,0
2024-03-04,Mixer 1,814,32,14.66,Electrical Relay,0
2024-03-05,Mixer 1,815,33,18.66,Electrical Relay,0
2024-03-06,Mixer 1,816,34,17.57,Electrical Relay,0
2024-03-07,Mixer 1,817,35,21.34,Electrical Relay,0
2024-03-08,Mixer 1,818,36,24.0,Electrical Relay,0
2024-03-09,Mixer 1,819,37,13.95,Electrical Relay,0
2024-03-10,Mixer 1,820,38,23.97,Electrical Relay,0
2024-03-11,Mixer 1,821,39,16.98,Electrical Relay,0
2024-03-12,Mixer 1,822,40,16.73,Electrical Relay,0
2024-03-13,Mixer 1,823,41,24.0,Electrical Relay,0
2024-03-14,Mixer 1,824,42,23.63,Electrical Relay,0
2024-03-15,Mixer 1,825,43,16.58,Electrical Relay,0
2024-03-16,Mixer 1,826,44,14.54,Electrical Relay,0
2024-03-17,Mixer 1,827,45,20.92,Electrical Relay,1
2024-03-18,Mixer 1,828,46,19.26,Electrical Relay,1
2024-03-19,Mixer 1,829,47,16.42,Electrical Relay,1
2024-03-20,Mixer 1,830,48,23.47,Electrical Relay,1
2024-03-21,Mixer 1,831,49,17.55,Electrical Relay,1
2024-03-22,Mixer 1,832,50,14.92,Electrical Relay,1
2024-03-23,Mixer 1,833,51,20.17,Electrical Relay,1
2024-03-24,Mixer 1,834,52,13.13,Electrical Relay,0
2024-03-25,Mixer 1,835,0,14.92,Sensor,0
2024-03-26,Mixer 1,836,1,12.82,Sensor,0
2024-03-27,Mixer 1,837,2,20.38,Sensor,0
2024-03-28,Mixer 1,838,3,15.77,Sensor,0
2024-03-29,Mixer 1,839,4,17.87,Sensor,0
2024-03-30,Mixer 1,840,5,14.61,Sensor,0
2024-03-31,Mixer 1,841,6,16.56,Sensor,0
2024-04-01,Mixer 1,842,7,19.2,Sensor,0
2024-04-02,Mixer 1,843,8,19.4,Sensor,0
2024-04-03,Mixer 1,844,9,13.98,Sensor,0
2024-04-04,Mixer 1,845,10,17.68,Sensor,0
2024-04-05,Mixer 1,846,11,14.67,Sensor,0
2024-04-06,Mixer 1,847,12,17.53,Sensor,0
2024-04-07,Mixer 1,848,13,15.46,Sensor,0
2024-04-08,Mixer 1,849,14,24.0,Sensor,0
2024-04-09,Mixer 1,850,15,21.26,Sensor,0
2024-04-10,Mixer 1,851,16,19.58,Sensor,0
2024-04-11,Mixer 1,852,17,10.29,Sensor,0
2024-04-12,Mixer 1,853,18,16.88,Sensor,0
2024-04-13,Mixer 1,854,19,21.38,Sensor,0
2024-04-14,Mixer 1,855,20,17.79,Sensor,0
2024-04-15,Mixer 1,856,21,24.0,Sensor,0
2024-04-16,Mixer 1,857,22,21.81,Sensor,0
2024-04-17,Mixer 1,858,23,16.53,Sensor,0
2024-04-18,Mixer 1,859,24,24.0,Sensor,0
2024-04-19,Mixer 1,860,25,16.9,Sensor,0
2024-04-20,Mixer 1,861,26,24.0,Sensor,0
2024-04-21,Mixer 1,862,27,24.0,Sensor,0
2024-04-22,Mixer 1,863,28,19.18,Sensor,0
2024-04-23,Mixer 1,864,29,11.93,Sensor,0
2024-04-24,Mixer 1,865,30,18.87,Sensor,0
2024-04-25,Mixer 1,866,31,13.61,Sensor,0
2024-04-26,Mixer 1,867,32,15.57,Sensor,0
2024-04-27,Mixer 1,868,33,15.84,Sensor,0
2024-04-28,Mixer 1,869,34,13.58,Sensor,0
2024-04-29,Mixer 1,870,35,18.88,Sensor,0
2024-04-30,Mixer 1,871,36,15.13,Sensor,0
2024-05-01,Mixer 1,872,37,17.08,Sensor,0
2024-05-02,Mixer 1,873,38,15.88,Sensor,0
2024-05-03,Mixer 1,874,39,19.94,Sensor,0
2024-05-04,Mixer 1,875,40,19.63,Sensor,0
2024-05-05,Mixer 1,876,41,16.77,Sensor,0
2024-05-06,Mixer 1,877,42,20.14,Sensor,0
2024-05-07,Mixer 1,878,43,22.92,Sensor,0
2024-05-08,Mixer 1,879,44,9.65,Sensor,0
2024-05-09,Mixer 1,880,45,15.66,Sensor,0
2024-05-10,Mixer 1,881,46,14.25,Sensor,0
2024-05-11,Mixer 1,882,47,15.33,Sensor,0
2024-05-12,Mixer 1,883,48,9.05,Sensor,0
2024-05-13,Mixer 1,884,49,9.52,Sensor,0
2024-05-14,Mixer 1,885,50,7.01,Sensor,1
2024-05-15,Mixer 1,886,51,16.0,Sensor,1
2024-05-16,Mixer 1,887,52,15.9,Sensor,1
2024-05-17,Mixer 1,888,53,23.55,Sensor,1
2024-05-18,Mixer 1,889,54,18.57,Sensor,1
2024-05-19,Mixer 1,890,55,9.48,Sensor,1
2024-05-20,Mixer 1,891,56,20.03,Sensor,1
2024-05-21,Mixer 1,892,57,24.0,Sensor,0
2024-05-22,Mixer 1,893,0,14.89,Motor,0
2024-05-23,Mixer 1,894,1,20.77,Motor,0
2024-05-24,Mixer 1,895,2,18.52,Motor,0
2024-05-25,Mixer 1,896,3,18.35,Motor,0
2024-05-26,Mixer 1,897,4,21.52,Motor,0
2024-05-27,Mixer 1,898,5,24.0,Motor,0
2024-05-28,Mixer 1,899,6,24.0,Motor,0
2024-05-29,Mixer 1,900,7,21.46,Motor,0
2024-05-30,Mixer 1,901,8,18.81,Motor,0
2024-05-31,Mixer 1,902,9,18.86,Motor,0
2024-06-01,Mixer 1,903,10,22.49,Motor,0
2024-06-02,Mixer 1,904,11,14.73,Motor,0
2024-06-03,Mixer 1,905,12,15.54,Motor,0
2024-06-04,Mixer 1,906,13,11.43,Motor,0
2024-06-05,Mixer 1,907,14,22.83,Motor,0
2024-06-06,Mixer 1,908,15,24.0,Motor,0
2024-06-07,Mixer 1,909,16,21.49,Motor,0
2024-06-08,Mixer 1,910,17,12.03,Motor,0
2024-06-09,Mixer 1,911,18,20.71,Motor,0
2024-06-10,Mixer 1,912,19,17.02,Motor,0
2024-06-11,Mixer 1,913,20,19.88,Motor,0
2024-06-12,Mixer 1,914,21,24.0,Motor,0
2024-06-13,Mixer 1,915,22,15.34,Motor,0
2024-06-14,Mixer 1,916,23,21.53,Motor,0
2024-06-15,Mixer 1,917,24,18.08,Motor,0
2024-06-16,Mixer 1,918,25,18.92,Motor,0
2024-06-17,Mixer 1,919,26,12.45,Motor,0
2024-06-18,Mixer 1,920,27,17.13,Motor,0
